,family.hmm,hmm.length,query.id,query.length,e.val,hmm.start,hmm.end,query.start,query.end,coverage,Species,Group,NewSeqName,Class
1080,CE1,227,EOD17138,1170,1.7e-09,22,139,770,894,0.515418502202643,Emiliania_huxleyi,Haptophyte,CE1_EOD17138,Haptophyte
1081,CE1,227,EOD17544,238,4e-09,27,209,23,221,0.801762114537445,Emiliania_huxleyi,Haptophyte,CE1_EOD17544,Haptophyte
1082,CE1,227,EOD17726,840,5.7e-16,5,147,557,717,0.625550660792952,Emiliania_huxleyi,Haptophyte,CE1_EOD17726,Haptophyte
1083,CE1,227,EOD18586,330,2.9e-07,29,143,138,273,0.502202643171806,Emiliania_huxleyi,Haptophyte,CE1_EOD18586,Haptophyte
1084,CE1,227,EOD18739,253,8.8e-07,3,119,6,140,0.511013215859031,Emiliania_huxleyi,Haptophyte,CE1_EOD18739,Haptophyte
1085,CE1,227,EOD18855,283,3.4e-47,1,225,23,280,0.986784140969163,Emiliania_huxleyi,Haptophyte,CE1_EOD18855,Haptophyte
1086,CE1,227,EOD20572,319,4.2e-12,5,141,32,182,0.599118942731278,Emiliania_huxleyi,Haptophyte,CE1_EOD20572,Haptophyte
1087,CE1,227,EOD20674,201,4.6e-19,26,143,1,130,0.515418502202643,Emiliania_huxleyi,Haptophyte,CE1_EOD20674,Haptophyte
1088,CE1,227,EOD21106,508,8e-15,5,141,277,416,0.599118942731278,Emiliania_huxleyi,Haptophyte,CE1_EOD21106,Haptophyte
1089,CE1,227,EOD21717,456,8.6e-06,15,115,195,287,0.440528634361233,Emiliania_huxleyi,Haptophyte,CE1_EOD21717,Haptophyte
1090,CE1,227,EOD22971,882,6.5e-16,23,143,357,522,0.52863436123348,Emiliania_huxleyi,Haptophyte,CE1_EOD22971,Haptophyte
1091,CE1,227,EOD23941,1237,2.8e-06,101,208,900,1027,0.47136563876652,Emiliania_huxleyi,Haptophyte,CE1_EOD23941,Haptophyte
1092,CE1,227,EOD24374,235,1.8e-12,23,208,26,215,0.814977973568282,Emiliania_huxleyi,Haptophyte,CE1_EOD24374,Haptophyte
1093,CE1,227,EOD24514,213,1.8e-06,20,125,47,152,0.462555066079295,Emiliania_huxleyi,Haptophyte,CE1_EOD24514,Haptophyte
1094,CE1,227,EOD25419,351,1.3e-32,7,217,32,293,0.92511013215859,Emiliania_huxleyi,Haptophyte,CE1_EOD25419,Haptophyte
1095,CE1,227,EOD27155,232,7.5e-07,24,104,117,207,0.352422907488987,Emiliania_huxleyi,Haptophyte,CE1_EOD27155,Haptophyte
1096,CE1,227,EOD28487,522,8.6e-18,6,142,77,268,0.599118942731278,Emiliania_huxleyi,Haptophyte,CE1_EOD28487,Haptophyte
1097,CE1,227,EOD28821,369,9.8e-12,7,141,84,232,0.590308370044053,Emiliania_huxleyi,Haptophyte,CE1_EOD28821,Haptophyte
1098,CE1,227,EOD29051,236,1.7e-21,78,221,69,229,0.629955947136564,Emiliania_huxleyi,Haptophyte,CE1_EOD29051,Haptophyte
1099,CE1,227,EOD29081,390,3.6e-13,6,197,67,356,0.841409691629956,Emiliania_huxleyi,Haptophyte,CE1_EOD29081,Haptophyte
1100,CE1,227,EOD29320,241,3.2e-06,56,212,53,223,0.687224669603524,Emiliania_huxleyi,Haptophyte,CE1_EOD29320,Haptophyte
1101,CE1,227,EOD30871,325,6e-07,13,142,13,150,0.568281938325991,Emiliania_huxleyi,Haptophyte,CE1_EOD30871,Haptophyte
1102,CE1,227,EOD31245,244,0.00081,56,135,84,154,0.348017621145374,Emiliania_huxleyi,Haptophyte,CE1_EOD31245,Haptophyte
1103,CE1,227,EOD31247,163,0.00061,56,132,82,149,0.334801762114537,Emiliania_huxleyi,Haptophyte,CE1_EOD31247,Haptophyte
1104,CE1,227,EOD31359,344,2.4e-06,20,126,47,153,0.466960352422908,Emiliania_huxleyi,Haptophyte,CE1_EOD31359,Haptophyte
1105,CE1,227,EOD31367,309,8.8e-25,11,182,63,229,0.753303964757709,Emiliania_huxleyi,Haptophyte,CE1_EOD31367,Haptophyte
1106,CE1,227,EOD31397,130,6.1e-12,26,137,3,130,0.488986784140969,Emiliania_huxleyi,Haptophyte,CE1_EOD31397,Haptophyte
1107,CE1,227,EOD31692,317,1.8e-06,12,211,37,299,0.876651982378855,Emiliania_huxleyi,Haptophyte,CE1_EOD31692,Haptophyte
1108,CE1,227,EOD31899,322,1.1e-07,6,125,54,170,0.524229074889868,Emiliania_huxleyi,Haptophyte,CE1_EOD31899,Haptophyte
1109,CE1,227,EOD32587,558,2.2e-29,8,193,19,234,0.814977973568282,Emiliania_huxleyi,Haptophyte,CE1_EOD32587,Haptophyte
1110,CE1,227,EOD33126,556,8.8e-10,7,143,45,322,0.599118942731278,Emiliania_huxleyi,Haptophyte,CE1_EOD33126,Haptophyte
1111,CE1,227,EOD33392,235,1.8e-12,23,208,26,215,0.814977973568282,Emiliania_huxleyi,Haptophyte,CE1_EOD33392,Haptophyte
1112,CE1,227,EOD33884,238,3.9e-09,27,209,23,221,0.801762114537445,Emiliania_huxleyi,Haptophyte,CE1_EOD33884,Haptophyte
1113,CE1,227,EOD34409,217,2.3e-10,26,134,16,156,0.475770925110132,Emiliania_huxleyi,Haptophyte,CE1_EOD34409,Haptophyte
1114,CE1,227,EOD35114,165,0.00063,56,132,84,151,0.334801762114537,Emiliania_huxleyi,Haptophyte,CE1_EOD35114,Haptophyte
1115,CE1,227,EOD37002,512,2.5e-18,7,143,242,401,0.599118942731278,Emiliania_huxleyi,Haptophyte,CE1_EOD37002,Haptophyte
1116,CE1,227,EOD37559,269,1.4e-07,7,125,2,117,0.519823788546256,Emiliania_huxleyi,Haptophyte,CE1_EOD37559,Haptophyte
1117,CE1,227,EOD38318,680,1.5e-06,26,201,394,584,0.770925110132159,Emiliania_huxleyi,Haptophyte,CE1_EOD38318,Haptophyte
1118,CE1,227,EOD38551,198,2.2e-08,69,142,36,110,0.3215859030837,Emiliania_huxleyi,Haptophyte,CE1_EOD38551,Haptophyte
1119,CE1,227,EOD40777,139,1.3e-21,1,98,23,137,0.427312775330396,Emiliania_huxleyi,Haptophyte,CE1_EOD40777,Haptophyte
1120,CE1,227,EOD40985,298,2.8e-10,28,141,26,155,0.497797356828194,Emiliania_huxleyi,Haptophyte,CE1_EOD40985,Haptophyte
1121,CE1,227,EOD41173,2429,4.2e-12,6,125,1504,1618,0.524229074889868,Emiliania_huxleyi,Haptophyte,CE1_EOD41173,Haptophyte
1122,CE1,227,EOD42111,298,3e-31,7,207,32,279,0.881057268722467,Emiliania_huxleyi,Haptophyte,CE1_EOD42111,Haptophyte
1123,CE10,341,EOD03810,342,1.8e-35,79,310,7,283,0.67741935483871,Emiliania_huxleyi,Haptophyte,CE10_EOD03810,Haptophyte
1124,CE10,341,EOD05634,523,1.8e-26,64,316,216,475,0.73900293255132,Emiliania_huxleyi,Haptophyte,CE10_EOD05634,Haptophyte
1125,CE10,341,EOD07142,519,7.2e-27,74,224,81,235,0.439882697947214,Emiliania_huxleyi,Haptophyte,CE10_EOD07142,Haptophyte
1126,CE10,341,EOD07721,181,9.3e-19,174,308,35,181,0.392961876832845,Emiliania_huxleyi,Haptophyte,CE10_EOD07721,Haptophyte
1127,CE10,341,EOD08125,654,6.7e-24,82,206,416,549,0.363636363636364,Emiliania_huxleyi,Haptophyte,CE10_EOD08125,Haptophyte
1128,CE10,341,EOD08790,169,3e-11,98,215,1,123,0.343108504398827,Emiliania_huxleyi,Haptophyte,CE10_EOD08790,Haptophyte
1129,CE10,341,EOD09154,362,3e-34,63,298,95,321,0.689149560117302,Emiliania_huxleyi,Haptophyte,CE10_EOD09154,Haptophyte
1130,CE10,341,EOD09931,641,1.3e-16,94,316,330,580,0.651026392961877,Emiliania_huxleyi,Haptophyte,CE10_EOD09931,Haptophyte
1131,CE10,341,EOD09945,738,1e-09,141,316,233,423,0.513196480938416,Emiliania_huxleyi,Haptophyte,CE10_EOD09945,Haptophyte
1132,CE10,341,EOD09969,226,4.4e-18,76,187,102,208,0.325513196480938,Emiliania_huxleyi,Haptophyte,CE10_EOD09969,Haptophyte
1133,CE10,341,EOD10175,1124,1.9e-22,93,326,485,741,0.683284457478006,Emiliania_huxleyi,Haptophyte,CE10_EOD10175,Haptophyte
1134,CE10,341,EOD10186,1124,1.9e-22,93,326,485,741,0.683284457478006,Emiliania_huxleyi,Haptophyte,CE10_EOD10186,Haptophyte
1135,CE10,341,EOD10234,641,4.9e-16,94,316,330,580,0.651026392961877,Emiliania_huxleyi,Haptophyte,CE10_EOD10234,Haptophyte
1136,CE10,341,EOD10497,291,1.5e-13,167,292,6,176,0.366568914956012,Emiliania_huxleyi,Haptophyte,CE10_EOD10497,Haptophyte
1137,CE10,341,EOD10547,787,5e-27,76,208,132,290,0.387096774193548,Emiliania_huxleyi,Haptophyte,CE10_EOD10547,Haptophyte
1138,CE10,341,EOD10572,527,7.3e-19,84,322,45,294,0.697947214076246,Emiliania_huxleyi,Haptophyte,CE10_EOD10572,Haptophyte
1139,CE10,341,EOD11808,724,5.5e-16,93,316,480,691,0.653958944281525,Emiliania_huxleyi,Haptophyte,CE10_EOD11808,Haptophyte
1140,CE10,341,EOD12126,314,3.6e-11,80,204,17,198,0.363636363636364,Emiliania_huxleyi,Haptophyte,CE10_EOD12126,Haptophyte
1141,CE10,341,EOD12388,500,2.7e-40,66,193,67,203,0.372434017595308,Emiliania_huxleyi,Haptophyte,CE10_EOD12388,Haptophyte
1142,CE10,341,EOD12463,292,7.6e-06,176,309,103,245,0.390029325513196,Emiliania_huxleyi,Haptophyte,CE10_EOD12463,Haptophyte
1143,CE10,341,EOD12495,360,2.9e-16,72,314,26,310,0.709677419354839,Emiliania_huxleyi,Haptophyte,CE10_EOD12495,Haptophyte
1144,CE10,341,EOD12895,1046,6.8e-13,53,185,340,481,0.387096774193548,Emiliania_huxleyi,Haptophyte,CE10_EOD12895,Haptophyte
1145,CE10,341,EOD13126,348,1.8e-34,63,298,81,307,0.689149560117302,Emiliania_huxleyi,Haptophyte,CE10_EOD13126,Haptophyte
1146,CE10,341,EOD14115,382,1.8e-07,65,213,49,227,0.434017595307918,Emiliania_huxleyi,Haptophyte,CE10_EOD14115,Haptophyte
1147,CE10,341,EOD14148,243,6e-25,43,190,82,227,0.43108504398827,Emiliania_huxleyi,Haptophyte,CE10_EOD14148,Haptophyte
1148,CE10,341,EOD14149,430,3.8e-17,95,316,203,399,0.648093841642229,Emiliania_huxleyi,Haptophyte,CE10_EOD14149,Haptophyte
1149,CE10,341,EOD14326,669,2.5e-25,73,215,118,281,0.416422287390029,Emiliania_huxleyi,Haptophyte,CE10_EOD14326,Haptophyte
1150,CE10,341,EOD14375,620,8.6e-34,68,208,88,240,0.410557184750733,Emiliania_huxleyi,Haptophyte,CE10_EOD14375,Haptophyte
1151,CE10,341,EOD15975,301,8.2e-20,94,311,70,268,0.636363636363636,Emiliania_huxleyi,Haptophyte,CE10_EOD15975,Haptophyte
1152,CE10,341,EOD16319,1040,2e-32,75,215,121,285,0.410557184750733,Emiliania_huxleyi,Haptophyte,CE10_EOD16319,Haptophyte
1153,CE10,341,EOD16752,428,5e-34,56,309,49,344,0.741935483870968,Emiliania_huxleyi,Haptophyte,CE10_EOD16752,Haptophyte
1154,CE10,341,EOD16920,610,1.1e-28,77,301,148,383,0.656891495601173,Emiliania_huxleyi,Haptophyte,CE10_EOD16920,Haptophyte
1155,CE10,341,EOD17944,352,2e-23,71,307,36,311,0.69208211143695,Emiliania_huxleyi,Haptophyte,CE10_EOD17944,Haptophyte
1156,CE10,341,EOD18252,610,9.6e-29,77,301,148,383,0.656891495601173,Emiliania_huxleyi,Haptophyte,CE10_EOD18252,Haptophyte
1157,CE10,341,EOD19902,153,2.1e-06,201,329,19,129,0.375366568914956,Emiliania_huxleyi,Haptophyte,CE10_EOD19902,Haptophyte
1158,CE10,341,EOD21090,275,1.3e-06,92,208,28,135,0.340175953079179,Emiliania_huxleyi,Haptophyte,CE10_EOD21090,Haptophyte
1159,CE10,341,EOD21341,279,5.5e-25,56,199,49,200,0.419354838709677,Emiliania_huxleyi,Haptophyte,CE10_EOD21341,Haptophyte
1160,CE10,341,EOD22296,1140,2.2e-14,79,293,111,377,0.627565982404692,Emiliania_huxleyi,Haptophyte,CE10_EOD22296,Haptophyte
1161,CE10,341,EOD22742,397,1.9e-14,94,313,155,365,0.642228739002933,Emiliania_huxleyi,Haptophyte,CE10_EOD22742,Haptophyte
1162,CE10,341,EOD22819,275,1.1e-06,92,208,28,135,0.340175953079179,Emiliania_huxleyi,Haptophyte,CE10_EOD22819,Haptophyte
1163,CE10,341,EOD22868,728,1.5e-36,76,208,316,457,0.387096774193548,Emiliania_huxleyi,Haptophyte,CE10_EOD22868,Haptophyte
1164,CE10,341,EOD24361,352,2e-23,71,307,36,311,0.69208211143695,Emiliania_huxleyi,Haptophyte,CE10_EOD24361,Haptophyte
1165,CE10,341,EOD24748,714,9.5e-10,141,316,233,423,0.513196480938416,Emiliania_huxleyi,Haptophyte,CE10_EOD24748,Haptophyte
1166,CE10,341,EOD25703,1076,9.6e-28,58,335,773,1065,0.812316715542522,Emiliania_huxleyi,Haptophyte,CE10_EOD25703,Haptophyte
1167,CE10,341,EOD26626,334,2.4e-32,67,276,47,245,0.612903225806452,Emiliania_huxleyi,Haptophyte,CE10_EOD26626,Haptophyte
1168,CE10,341,EOD26854,382,1.3e-07,65,213,49,227,0.434017595307918,Emiliania_huxleyi,Haptophyte,CE10_EOD26854,Haptophyte
1169,CE10,341,EOD27017,574,5.6e-35,70,215,111,276,0.425219941348974,Emiliania_huxleyi,Haptophyte,CE10_EOD27017,Haptophyte
1170,CE10,341,EOD27705,617,9e-22,82,308,298,555,0.662756598240469,Emiliania_huxleyi,Haptophyte,CE10_EOD27705,Haptophyte
1171,CE10,341,EOD28095,576,1.9e-31,81,319,133,430,0.697947214076246,Emiliania_huxleyi,Haptophyte,CE10_EOD28095,Haptophyte
1172,CE10,341,EOD28435,406,3.6e-36,62,310,55,347,0.727272727272727,Emiliania_huxleyi,Haptophyte,CE10_EOD28435,Haptophyte
1173,CE10,341,EOD28853,510,6.2e-21,127,233,5,123,0.310850439882698,Emiliania_huxleyi,Haptophyte,CE10_EOD28853,Haptophyte
1174,CE10,341,EOD28971,292,1.3e-06,72,216,42,181,0.422287390029326,Emiliania_huxleyi,Haptophyte,CE10_EOD28971,Haptophyte
1175,CE10,341,EOD30074,424,5.7e-38,91,331,141,370,0.703812316715543,Emiliania_huxleyi,Haptophyte,CE10_EOD30074,Haptophyte
1176,CE10,341,EOD31126,153,2.1e-06,201,329,19,129,0.375366568914956,Emiliania_huxleyi,Haptophyte,CE10_EOD31126,Haptophyte
1177,CE10,341,EOD31196,668,9.9e-16,93,308,342,611,0.63049853372434,Emiliania_huxleyi,Haptophyte,CE10_EOD31196,Haptophyte
1178,CE10,341,EOD31628,561,8.5e-32,70,243,89,282,0.50733137829912,Emiliania_huxleyi,Haptophyte,CE10_EOD31628,Haptophyte
1179,CE10,341,EOD32413,496,3.6e-12,142,324,239,432,0.533724340175953,Emiliania_huxleyi,Haptophyte,CE10_EOD32413,Haptophyte
1180,CE10,341,EOD32698,633,2.3e-25,73,215,82,245,0.416422287390029,Emiliania_huxleyi,Haptophyte,CE10_EOD32698,Haptophyte
1181,CE10,341,EOD33136,575,5.7e-35,70,215,112,277,0.425219941348974,Emiliania_huxleyi,Haptophyte,CE10_EOD33136,Haptophyte
1182,CE10,341,EOD33331,286,6.8e-12,94,277,36,283,0.536656891495601,Emiliania_huxleyi,Haptophyte,CE10_EOD33331,Haptophyte
1183,CE10,341,EOD34209,566,2.8e-27,76,208,132,290,0.387096774193548,Emiliania_huxleyi,Haptophyte,CE10_EOD34209,Haptophyte
1184,CE10,341,EOD36326,746,2.7e-12,142,324,239,413,0.533724340175953,Emiliania_huxleyi,Haptophyte,CE10_EOD36326,Haptophyte
1185,CE10,341,EOD36964,584,3.7e-07,86,193,226,352,0.313782991202346,Emiliania_huxleyi,Haptophyte,CE10_EOD36964,Haptophyte
1186,CE10,341,EOD37039,501,4.5e-31,77,320,158,403,0.712609970674487,Emiliania_huxleyi,Haptophyte,CE10_EOD37039,Haptophyte
1187,CE10,341,EOD38351,733,3.5e-13,81,309,500,710,0.668621700879765,Emiliania_huxleyi,Haptophyte,CE10_EOD38351,Haptophyte
1188,CE10,341,EOD39176,300,4.6e-06,165,309,92,283,0.422287390029326,Emiliania_huxleyi,Haptophyte,CE10_EOD39176,Haptophyte
1189,CE10,341,EOD39261,380,1.6e-40,66,193,67,203,0.372434017595308,Emiliania_huxleyi,Haptophyte,CE10_EOD39261,Haptophyte
1190,CE10,341,EOD39491,555,3e-17,85,322,46,294,0.695014662756598,Emiliania_huxleyi,Haptophyte,CE10_EOD39491,Haptophyte
1191,CE10,341,EOD39621,596,7e-30,74,203,148,285,0.378299120234604,Emiliania_huxleyi,Haptophyte,CE10_EOD39621,Haptophyte
1192,CE10,341,EOD41481,347,1.1e-38,94,323,95,334,0.671554252199413,Emiliania_huxleyi,Haptophyte,CE10_EOD41481,Haptophyte
1193,CE10,341,EOD41528,597,3.9e-07,140,313,190,389,0.50733137829912,Emiliania_huxleyi,Haptophyte,CE10_EOD41528,Haptophyte
1194,CE10,341,EOD41562,548,7.6e-25,103,207,71,233,0.304985337243402,Emiliania_huxleyi,Haptophyte,CE10_EOD41562,Haptophyte
1195,CE11,271,EOD41889,276,8.3e-80,3,269,1,276,0.981549815498155,Emiliania_huxleyi,Haptophyte,CE11_EOD41889,Haptophyte
1196,CE12,210,EOD28704,302,1.8e-14,1,159,15,170,0.752380952380952,Emiliania_huxleyi,Haptophyte,CE12_EOD28704,Haptophyte
1197,CE12,210,EOD32398,273,2.1e-07,3,156,6,183,0.728571428571429,Emiliania_huxleyi,Haptophyte,CE12_EOD32398,Haptophyte
1198,CE12,210,EOD34691,238,2.2e-07,21,157,12,164,0.647619047619048,Emiliania_huxleyi,Haptophyte,CE12_EOD34691,Haptophyte
1199,CE12,210,EOD34784,302,1.8e-14,1,159,15,170,0.752380952380952,Emiliania_huxleyi,Haptophyte,CE12_EOD34784,Haptophyte
1200,CE13,355,EOD06129,424,8.5e-50,13,256,6,260,0.684507042253521,Emiliania_huxleyi,Haptophyte,CE13_EOD06129,Haptophyte
1201,CE13,355,EOD07376,428,4.5e-53,11,348,7,379,0.949295774647887,Emiliania_huxleyi,Haptophyte,CE13_EOD07376,Haptophyte
1202,CE13,355,EOD10220,484,5.4e-22,25,184,91,250,0.447887323943662,Emiliania_huxleyi,Haptophyte,CE13_EOD10220,Haptophyte
1203,CE13,355,EOD11906,428,4e-53,10,348,6,379,0.952112676056338,Emiliania_huxleyi,Haptophyte,CE13_EOD11906,Haptophyte
1204,CE13,355,EOD18199,231,3.5e-54,8,187,46,231,0.504225352112676,Emiliania_huxleyi,Haptophyte,CE13_EOD18199,Haptophyte
1205,CE13,355,EOD19416,624,9.9e-41,15,254,15,241,0.673239436619718,Emiliania_huxleyi,Haptophyte,CE13_EOD19416,Haptophyte
1206,CE13,355,EOD20676,505,9.7e-22,25,183,91,247,0.445070422535211,Emiliania_huxleyi,Haptophyte,CE13_EOD20676,Haptophyte
1207,CE13,355,EOD24346,624,9.9e-41,15,254,15,241,0.673239436619718,Emiliania_huxleyi,Haptophyte,CE13_EOD24346,Haptophyte
1208,CE13,355,EOD27776,424,8.5e-50,13,256,6,260,0.684507042253521,Emiliania_huxleyi,Haptophyte,CE13_EOD27776,Haptophyte
1209,CE13,355,EOD32464,522,5.4e-40,10,320,6,329,0.873239436619718,Emiliania_huxleyi,Haptophyte,CE13_EOD32464,Haptophyte
1210,CE13,355,EOD41832,748,1.4e-36,12,256,18,257,0.687323943661972,Emiliania_huxleyi,Haptophyte,CE13_EOD41832,Haptophyte
1211,CE13,355,EOD41850,1583,2.5e-57,5,354,62,395,0.983098591549296,Emiliania_huxleyi,Haptophyte,CE13_EOD41850,Haptophyte
1212,CE15,269,EOD04737,239,6.1e-22,5,147,14,237,0.527881040892193,Emiliania_huxleyi,Haptophyte,CE15_EOD04737,Haptophyte
1213,CE15,269,EOD09301,238,1.2e-21,5,144,14,234,0.516728624535316,Emiliania_huxleyi,Haptophyte,CE15_EOD09301,Haptophyte
1214,CE2,209,EOD08859,378,4.6e-30,1,207,143,368,0.985645933014354,Emiliania_huxleyi,Haptophyte,CE2_EOD08859,Haptophyte
1215,CE2,209,EOD11629,736,1.8e-23,1,207,128,345,0.985645933014354,Emiliania_huxleyi,Haptophyte,CE2_EOD11629,Haptophyte
1216,CE2,209,EOD14833,392,3.2e-06,96,166,187,254,0.334928229665072,Emiliania_huxleyi,Haptophyte,CE2_EOD14833,Haptophyte
1217,CE2,209,EOD16891,453,3.3e-19,26,135,238,344,0.521531100478469,Emiliania_huxleyi,Haptophyte,CE2_EOD16891,Haptophyte
1218,CE2,209,EOD20234,404,7.1e-06,96,166,220,291,0.334928229665072,Emiliania_huxleyi,Haptophyte,CE2_EOD20234,Haptophyte
1219,CE2,209,EOD24530,290,1.5e-05,93,168,147,221,0.358851674641148,Emiliania_huxleyi,Haptophyte,CE2_EOD24530,Haptophyte
1220,CE2,209,EOD25059,200,5.2e-16,42,135,1,91,0.444976076555024,Emiliania_huxleyi,Haptophyte,CE2_EOD25059,Haptophyte
1221,CE2,209,EOD27360,915,1.2e-11,2,111,187,302,0.521531100478469,Emiliania_huxleyi,Haptophyte,CE2_EOD27360,Haptophyte
1222,CE3,194,EOD06162,674,1.2e-10,2,189,2,197,0.963917525773196,Emiliania_huxleyi,Haptophyte,CE3_EOD06162,Haptophyte
1223,CE3,194,EOD30045,352,8.5e-10,37,188,60,240,0.778350515463918,Emiliania_huxleyi,Haptophyte,CE3_EOD30045,Haptophyte
1224,CE3,194,EOD30294,384,1.1e-09,37,188,60,240,0.778350515463918,Emiliania_huxleyi,Haptophyte,CE3_EOD30294,Haptophyte
1225,CE3,194,EOD31327,258,4.1e-18,1,192,3,238,0.984536082474227,Emiliania_huxleyi,Haptophyte,CE3_EOD31327,Haptophyte
1226,CE3,194,EOD32008,302,1.1e-13,3,194,84,297,0.984536082474227,Emiliania_huxleyi,Haptophyte,CE3_EOD32008,Haptophyte
1227,CE3,194,EOD32398,273,4.9e-06,133,194,157,215,0.314432989690722,Emiliania_huxleyi,Haptophyte,CE3_EOD32398,Haptophyte
1228,CE3,194,EOD37257,317,1.4e-15,51,185,145,286,0.690721649484536,Emiliania_huxleyi,Haptophyte,CE3_EOD37257,Haptophyte
1229,CE3,194,EOD37452,260,4.6e-14,3,194,42,255,0.984536082474227,Emiliania_huxleyi,Haptophyte,CE3_EOD37452,Haptophyte
1230,CE3,194,EOD41173,2429,5.2e-11,53,185,944,1082,0.680412371134021,Emiliania_huxleyi,Haptophyte,CE3_EOD41173,Haptophyte
1231,CE4,130,EOD05956,351,3.9e-11,6,122,56,197,0.892307692307692,Emiliania_huxleyi,Haptophyte,CE4_EOD05956,Haptophyte
1232,CE4,130,EOD08138,167,7.9e-17,28,125,15,118,0.746153846153846,Emiliania_huxleyi,Haptophyte,CE4_EOD08138,Haptophyte
1233,CE4,130,EOD29321,238,2.3e-16,10,119,37,160,0.838461538461538,Emiliania_huxleyi,Haptophyte,CE4_EOD29321,Haptophyte
1234,CE4,130,EOD42008,440,1.1e-10,21,116,208,302,0.730769230769231,Emiliania_huxleyi,Haptophyte,CE4_EOD42008,Haptophyte
1235,CE6,99,EOD04924,546,2.8e-14,1,79,319,418,0.787878787878788,Emiliania_huxleyi,Haptophyte,CE6_EOD04924,Haptophyte
1236,CE6,99,EOD10902,644,5.6e-05,45,96,359,404,0.515151515151515,Emiliania_huxleyi,Haptophyte,CE6_EOD10902,Haptophyte
1237,CE6,99,EOD10902,644,6e-04,4,42,209,245,0.383838383838384,Emiliania_huxleyi,Haptophyte,CE6_EOD10902,Haptophyte
1238,CE6,99,EOD11116,627,2.6e-11,5,84,170,250,0.797979797979798,Emiliania_huxleyi,Haptophyte,CE6_EOD11116,Haptophyte
1239,CE6,99,EOD12880,308,0.00032,7,62,91,164,0.555555555555556,Emiliania_huxleyi,Haptophyte,CE6_EOD12880,Haptophyte
1240,CE6,99,EOD14637,588,9.1e-07,5,79,202,281,0.747474747474748,Emiliania_huxleyi,Haptophyte,CE6_EOD14637,Haptophyte
1241,CE6,99,EOD15270,233,4.9e-15,1,79,6,105,0.787878787878788,Emiliania_huxleyi,Haptophyte,CE6_EOD15270,Haptophyte
1242,CE6,99,EOD19246,729,3.6e-08,7,79,202,283,0.727272727272727,Emiliania_huxleyi,Haptophyte,CE6_EOD19246,Haptophyte
1243,CE6,99,EOD21107,605,9.5e-07,5,79,202,281,0.747474747474748,Emiliania_huxleyi,Haptophyte,CE6_EOD21107,Haptophyte
1244,CE6,99,EOD27890,256,2.4e-11,5,83,170,248,0.787878787878788,Emiliania_huxleyi,Haptophyte,CE6_EOD27890,Haptophyte
1245,CE6,99,EOD29053,738,6.8e-05,45,96,306,351,0.515151515151515,Emiliania_huxleyi,Haptophyte,CE6_EOD29053,Haptophyte
1246,CE6,99,EOD38950,543,1.5e-06,5,96,184,289,0.919191919191919,Emiliania_huxleyi,Haptophyte,CE6_EOD38950,Haptophyte
1247,CE6,99,EOD40012,729,3.6e-08,7,79,202,283,0.727272727272727,Emiliania_huxleyi,Haptophyte,CE6_EOD40012,Haptophyte
1248,CE6,99,EOD41850,1583,7e-06,6,91,759,857,0.858585858585859,Emiliania_huxleyi,Haptophyte,CE6_EOD41850,Haptophyte
1249,CE7,313,EOD28971,292,5.7e-07,160,287,124,253,0.405750798722045,Emiliania_huxleyi,Haptophyte,CE7_EOD28971,Haptophyte
1250,CE7,313,EOD32413,496,4.7e-10,52,203,157,294,0.482428115015974,Emiliania_huxleyi,Haptophyte,CE7_EOD32413,Haptophyte
1251,CE7,313,EOD36326,746,4.6e-10,52,215,157,305,0.520766773162939,Emiliania_huxleyi,Haptophyte,CE7_EOD36326,Haptophyte
1252,CE8,288,EOD22928,273,6e-08,9,111,80,171,0.354166666666667,Emiliania_huxleyi,Haptophyte,CE8_EOD22928,Haptophyte
1253,GH1,429,EOD05475,392,2.4e-56,128,427,26,310,0.696969696969697,Emiliania_huxleyi,Haptophyte,GH1_EOD05475,Haptophyte
1254,GH1,429,EOD05892,483,4.5e-45,4,150,68,217,0.34032634032634,Emiliania_huxleyi,Haptophyte,GH1_EOD05892,Haptophyte
1255,GH1,429,EOD05892,483,1.3e-43,188,409,223,470,0.515151515151515,Emiliania_huxleyi,Haptophyte,GH1_EOD05892,Haptophyte
1256,GH1,429,EOD06357,499,7.7e-151,4,420,40,499,0.96969696969697,Emiliania_huxleyi,Haptophyte,GH1_EOD06357,Haptophyte
1257,GH1,429,EOD06429,499,7.5e-151,4,420,40,499,0.96969696969697,Emiliania_huxleyi,Haptophyte,GH1_EOD06429,Haptophyte
1258,GH1,429,EOD13795,538,4e-149,3,423,69,534,0.979020979020979,Emiliania_huxleyi,Haptophyte,GH1_EOD13795,Haptophyte
1259,GH1,429,EOD21459,626,1.7e-34,279,427,257,418,0.344988344988345,Emiliania_huxleyi,Haptophyte,GH1_EOD21459,Haptophyte
1260,GH1,429,EOD21459,626,4.3e-32,6,201,33,256,0.454545454545455,Emiliania_huxleyi,Haptophyte,GH1_EOD21459,Haptophyte
1261,GH1,429,EOD23082,506,9e-102,6,424,1,505,0.974358974358974,Emiliania_huxleyi,Haptophyte,GH1_EOD23082,Haptophyte
1262,GH1,429,EOD23342,456,1.1e-132,3,404,18,455,0.934731934731935,Emiliania_huxleyi,Haptophyte,GH1_EOD23342,Haptophyte
