,family.hmm,hmm.length,query.id,query.length,e.val,hmm.start,hmm.end,query.start,query.end,coverage,Species
252,GH16,189,PITG_10756T0,557,2.7e-06,4,90,3,171,0.455026455026455,Phytophthora_infestans
253,GH16,189,PITG_10757T0,724,1e-08,122,189,431,564,0.354497354497354,Phytophthora_infestans
254,GH16,189,PITG_10757T0,724,1.9e-06,4,92,61,220,0.465608465608466,Phytophthora_infestans
255,GH16,189,PITG_10758T0,760,4.8e-09,122,189,436,570,0.354497354497354,Phytophthora_infestans
256,GH16,189,PITG_10758T0,760,9e-06,4,92,69,228,0.465608465608466,Phytophthora_infestans
257,GH16,189,PITG_10759T0,750,1.6e-08,122,189,440,569,0.354497354497354,Phytophthora_infestans
258,GH16,189,PITG_10759T0,750,2e-07,4,99,66,234,0.502645502645503,Phytophthora_infestans
259,GH16,189,PITG_10760T0,1776,2.2e-08,122,189,1460,1583,0.354497354497354,Phytophthora_infestans
260,GH16,189,PITG_10760T0,1776,1.2e-07,4,142,1082,1311,0.73015873015873,Phytophthora_infestans
261,GH16,189,PITG_10765T0,701,1.5e-11,122,189,402,536,0.354497354497354,Phytophthora_infestans
262,GH16,189,PITG_11558T0,676,1.9e-08,122,189,369,502,0.354497354497354,Phytophthora_infestans
263,GH16,189,PITG_11558T0,676,2.9e-07,4,100,3,205,0.507936507936508,Phytophthora_infestans
264,GH16,189,PITG_14051T0,627,2.3e-09,122,189,397,527,0.354497354497354,Phytophthora_infestans
265,GH16,189,PITG_14051T0,627,2.3e-07,4,100,28,230,0.507936507936508,Phytophthora_infestans
266,GH16,189,PITG_18356T0,589,3.2e-16,4,189,62,473,0.978835978835979,Phytophthora_infestans
267,GH16,189,PITG_20615T0,384,2.6e-06,63,144,251,352,0.428571428571429,Phytophthora_infestans
268,GH16,189,PITG_20866T0,678,1.1e-07,122,189,371,507,0.354497354497354,Phytophthora_infestans
269,GH16,189,PITG_20866T0,678,3e-07,4,91,3,160,0.46031746031746,Phytophthora_infestans
270,GH16,189,PITG_20867T0,633,3.8e-08,4,91,3,140,0.46031746031746,Phytophthora_infestans
271,GH16,189,PITG_20867T0,633,5.4e-08,122,189,358,461,0.354497354497354,Phytophthora_infestans
272,GH16,189,PITG_20868T0,746,6.7e-09,129,189,452,561,0.317460317460317,Phytophthora_infestans
273,GH16,189,PITG_20868T0,746,2.2e-06,4,99,57,225,0.502645502645503,Phytophthora_infestans
274,GH16,189,PITG_20896T0,724,3.1e-07,122,189,450,573,0.354497354497354,Phytophthora_infestans
275,GH16,189,PITG_20896T0,724,3.2e-06,3,90,69,257,0.46031746031746,Phytophthora_infestans
276,GH16,189,PYU1_T001308,1030,8.2e-06,21,157,74,216,0.71957671957672,Pythium_ultimum_var_ultimum
277,GH16,189,PYU1_T001777,341,2.8e-07,4,97,96,266,0.492063492063492,Pythium_ultimum_var_ultimum
278,GH16,189,PYU1_T005088,331,3.8e-10,127,189,51,164,0.328042328042328,Pythium_ultimum_var_ultimum
279,GH16,189,PYU1_T010702,360,1.7e-09,89,189,54,199,0.529100529100529,Pythium_ultimum_var_ultimum
280,GH16,189,PYU1_T010705,743,3.1e-09,89,189,407,560,0.529100529100529,Pythium_ultimum_var_ultimum
281,GH16,189,PYU1_T010705,743,2.2e-07,3,115,62,277,0.592592592592593,Pythium_ultimum_var_ultimum
282,GH16,189,PYU1_T010707,575,3e-11,3,189,281,557,0.984126984126984,Pythium_ultimum_var_ultimum
283,GH16,189,PYU1_T010712,754,2.7e-09,122,189,440,563,0.354497354497354,Pythium_ultimum_var_ultimum
284,GH16,189,PYU1_T010712,754,3e-07,4,116,63,278,0.592592592592593,Pythium_ultimum_var_ultimum
285,GH16,189,PYU1_T010715,630,3.6e-10,109,189,368,542,0.423280423280423,Pythium_ultimum_var_ultimum
286,GH16,189,PYU1_T010715,630,3.6e-06,3,100,44,246,0.513227513227513,Pythium_ultimum_var_ultimum
287,GH16,189,PYU1_T010723,539,1.5e-09,93,189,226,366,0.507936507936508,Pythium_ultimum_var_ultimum
288,GH16,189,PYU1_T010725,680,9.7e-10,122,189,345,500,0.354497354497354,Pythium_ultimum_var_ultimum
289,GH16,189,PYU1_T010725,680,7.5e-08,3,114,2,216,0.587301587301587,Pythium_ultimum_var_ultimum
290,GH16,189,PYU1_T010726,717,1.2e-08,122,189,400,530,0.354497354497354,Pythium_ultimum_var_ultimum
291,GH16,189,PYU1_T010726,717,3.7e-07,3,90,32,220,0.46031746031746,Pythium_ultimum_var_ultimum
292,GH16,189,PYU1_T010727,747,6.2e-10,122,189,414,551,0.354497354497354,Pythium_ultimum_var_ultimum
293,GH16,189,PYU1_T010727,747,1.2e-08,3,116,53,269,0.597883597883598,Pythium_ultimum_var_ultimum
294,GH16,189,PYU1_T010728,733,7e-09,122,189,404,555,0.354497354497354,Pythium_ultimum_var_ultimum
295,GH16,189,PYU1_T010728,733,3.8e-08,3,113,60,270,0.582010582010582,Pythium_ultimum_var_ultimum
296,GH16,189,PYU1_T010729,705,5.3e-15,3,189,65,516,0.984126984126984,Pythium_ultimum_var_ultimum
297,GH16,189,PYU1_T010734,757,4.6e-10,122,189,427,558,0.354497354497354,Pythium_ultimum_var_ultimum
298,GH16,189,PYU1_T010734,757,1.4e-07,4,100,56,225,0.507936507936508,Pythium_ultimum_var_ultimum
299,GH16,189,Phatr3_EG00559.p1,680,2e-07,13,173,412,621,0.846560846560847,Phaeodactylum_tricornutum
300,GH16,189,Phatr3_EG02526.p1,1028,2.1e-48,2,189,28,265,0.989417989417989,Phaeodactylum_tricornutum
301,GH16,189,Phatr3_J38794.p1,541,3.4e-18,26,176,203,509,0.793650793650794,Phaeodactylum_tricornutum
302,GH16,189,Phatr3_J46513.p1,460,1.6e-06,5,159,181,372,0.814814814814815,Phaeodactylum_tricornutum
303,GH16,189,Phatr3_J48300.p1,701,1.3e-17,4,189,54,473,0.978835978835979,Phaeodactylum_tricornutum
304,GH16,189,Phatr3_J50177.p1,766,4.7e-22,4,189,206,594,0.978835978835979,Phaeodactylum_tricornutum
305,GH16,189,Phatr3_J50238.p1,627,1.3e-26,4,189,60,434,0.978835978835979,Phaeodactylum_tricornutum
306,GH16,189,Phatr3_J54973.p1,485,1.6e-40,3,187,27,298,0.973544973544973,Phaeodactylum_tricornutum
307,GH16,189,Phyra75961,698,7.9e-11,122,189,406,536,0.354497354497354,Phytophthora_ramorum
308,GH16,189,Phyra75961,698,6.5e-08,4,91,40,195,0.46031746031746,Phytophthora_ramorum
309,GH16,189,Phyra76301,724,8.4e-12,122,189,400,556,0.354497354497354,Phytophthora_ramorum
310,GH16,189,Phyra76302,750,8.3e-12,110,189,385,558,0.417989417989418,Phytophthora_ramorum
311,GH16,189,Phyra76302,750,5.2e-08,3,115,62,278,0.592592592592593,Phytophthora_ramorum
312,GH16,189,Phyra76303,729,1.3e-12,109,189,378,552,0.423280423280423,Phytophthora_ramorum
313,GH16,189,Phyra76303,729,1.2e-07,3,100,56,259,0.513227513227513,Phytophthora_ramorum
314,GH16,189,Phyra76313,651,5e-09,122,189,434,563,0.354497354497354,Phytophthora_ramorum
315,GH16,189,Phyra76313,651,1.6e-06,4,90,60,226,0.455026455026455,Phytophthora_ramorum
316,GH16,189,Phyra76314,759,5.6e-08,122,189,425,554,0.354497354497354,Phytophthora_ramorum
317,GH16,189,Phyra76314,759,1.1e-06,4,97,51,217,0.492063492063492,Phytophthora_ramorum
318,GH16,189,Phyra76315,757,2.3e-07,122,189,435,572,0.354497354497354,Phytophthora_ramorum
319,GH16,189,Phyra76315,757,1.1e-06,4,98,69,236,0.497354497354497,Phytophthora_ramorum
320,GH16,189,Phyra76320,754,5e-10,122,189,448,571,0.354497354497354,Phytophthora_ramorum
321,GH16,189,Phyra76320,754,2.2e-07,4,99,67,235,0.502645502645503,Phytophthora_ramorum
322,GH16,189,Phyra79952,417,1.3e-06,61,143,282,384,0.433862433862434,Phytophthora_ramorum
323,GH16,189,Phyra80137,829,5.2e-07,32,176,41,194,0.761904761904762,Phytophthora_ramorum
324,GH16,189,Phyra82155,1245,4.9e-11,129,189,449,559,0.317460317460317,Phytophthora_ramorum
325,GH16,189,Phyra82420,781,6.4e-09,128,189,473,583,0.322751322751323,Phytophthora_ramorum
326,GH16,189,Phyra82420,781,1.2e-08,4,97,80,246,0.492063492063492,Phytophthora_ramorum
327,GH16,189,Phyra83087,629,3e-08,125,189,410,525,0.338624338624339,Phytophthora_ramorum
328,GH16,189,Phyra83087,629,7.4e-07,4,115,28,242,0.587301587301587,Phytophthora_ramorum
329,GH16,189,Phyra86023,635,3.5e-08,122,189,502,628,0.354497354497354,Phytophthora_ramorum
330,GH16,189,Phyra87686,312,9.2e-07,4,91,62,219,0.46031746031746,Phytophthora_ramorum
331,GH16,189,YEL040W,468,3.3e-22,35,176,113,270,0.746031746031746,Saccharomyces_cerevisiae_S288C
332,GH16,189,YGR189C,508,9.6e-28,35,186,82,252,0.798941798941799,Saccharomyces_cerevisiae_S288C
333,GH16,189,YJL171C,397,7.6e-06,50,123,167,293,0.386243386243386,Saccharomyces_cerevisiae_S288C
334,GH16,189,YLR213C,423,6.9e-27,28,185,158,330,0.830687830687831,Saccharomyces_cerevisiae_S288C
335,GH16,189,fgenesh_masked-piw_contig_7258-abinit-gene-0.2-mRNA-1,229,1.9e-07,130,187,123,229,0.301587301587302,Pythium_iwayamai
336,GH16,189,fgenesh_masked-pve_contig_3249-abinit-gene-0.2-mRNA-1,212,2.3e-08,122,187,60,212,0.343915343915344,Pythium_vexans
337,GH16,189,maker-pag1_scaffold_171-fgenesh-gene-0.10-mRNA-1,724,5.4e-08,122,189,431,554,0.354497354497354,Pythium_aphanidermatum
338,GH16,189,maker-pag1_scaffold_497-snap-gene-0.13-mRNA-1,385,4.3e-21,4,168,80,384,0.867724867724868,Pythium_aphanidermatum
339,GH16,189,maker-pag1_scaffold_674-fgenesh-gene-0.0-mRNA-1,944,1.7e-09,122,189,329,458,0.354497354497354,Pythium_aphanidermatum
340,GH16,189,maker-pag1_scaffold_679-fgenesh-gene-0.2-mRNA-1,658,6.6e-09,94,188,433,565,0.497354497354497,Pythium_aphanidermatum
341,GH16,189,maker-pag1_scaffold_679-fgenesh-gene-0.2-mRNA-1,658,2.5e-07,3,99,63,232,0.507936507936508,Pythium_aphanidermatum
342,GH16,189,maker-pag1_scaffold_81-fgenesh-gene-0.3-mRNA-1,754,7.4e-11,112,189,413,554,0.407407407407407,Pythium_aphanidermatum
343,GH16,189,maker-pag1_scaffold_81-fgenesh-gene-0.3-mRNA-1,754,2.7e-08,3,115,55,272,0.592592592592593,Pythium_aphanidermatum
344,GH16,189,maker-pag1_scaffold_81-snap-gene-0.29-mRNA-1,749,4.2e-08,124,189,451,567,0.343915343915344,Pythium_aphanidermatum
345,GH16,189,maker-pag1_scaffold_81-snap-gene-0.29-mRNA-1,749,1.9e-07,4,93,64,224,0.470899470899471,Pythium_aphanidermatum
346,GH16,189,maker-par_contig_1458-fgenesh-gene-0.3-mRNA-1,270,2.3e-06,67,138,133,229,0.375661375661376,Pythium_arrhenomanes
347,GH16,189,maker-par_contig_181-snap-gene-0.11-mRNA-1,781,5.3e-07,128,186,504,594,0.306878306878307,Pythium_arrhenomanes
348,GH16,189,maker-par_contig_1846-fgenesh-gene-0.0-mRNA-1,1564,1.9e-09,112,189,1215,1345,0.407407407407407,Pythium_arrhenomanes
349,GH16,189,maker-par_contig_1846-fgenesh-gene-0.0-mRNA-1,1564,6.6e-09,3,97,839,1003,0.497354497354497,Pythium_arrhenomanes
350,GH16,189,maker-par_contig_1846-fgenesh-gene-0.0-mRNA-1,1564,3.6e-08,76,189,351,530,0.597883597883598,Pythium_arrhenomanes
351,GH16,189,maker-par_contig_1846-fgenesh-gene-0.0-mRNA-1,1564,5.1e-07,3,115,56,247,0.592592592592593,Pythium_arrhenomanes
352,GH16,189,maker-par_contig_206-fgenesh-gene-0.3-mRNA-1,684,3.5e-09,122,189,405,528,0.354497354497354,Pythium_arrhenomanes
353,GH16,189,maker-par_contig_206-fgenesh-gene-0.3-mRNA-1,684,2e-07,4,108,60,233,0.55026455026455,Pythium_arrhenomanes
354,GH16,189,maker-par_contig_29-snap-gene-0.32-mRNA-1,800,1e-06,4,91,100,269,0.46031746031746,Pythium_arrhenomanes
355,GH16,189,maker-par_contig_3931-snap-gene-0.1-mRNA-1,608,8.1e-12,129,189,290,403,0.317460317460317,Pythium_arrhenomanes
356,GH16,189,maker-par_contig_4423-fgenesh-gene-0.0-mRNA-1,143,2.3e-05,12,78,57,120,0.349206349206349,Pythium_arrhenomanes
357,GH16,189,maker-par_contig_51-fgenesh-gene-0.2-mRNA-1,663,7.2e-06,7,121,411,595,0.603174603174603,Pythium_arrhenomanes
358,GH16,189,maker-par_contig_696-snap-gene-0.6-mRNA-1,631,2.8e-06,122,189,355,444,0.354497354497354,Pythium_arrhenomanes
359,GH16,189,maker-pir_contig_2369-snap-gene-0.1-mRNA-1,329,7.3e-07,3,103,63,265,0.529100529100529,Pythium_irregulare
360,GH16,189,maker-pir_contig_260-fgenesh-gene-0.3-mRNA-1,736,1.7e-09,122,189,443,566,0.354497354497354,Pythium_irregulare
361,GH16,189,maker-pir_contig_260-fgenesh-gene-0.3-mRNA-1,736,8.9e-08,4,97,68,232,0.492063492063492,Pythium_irregulare
362,GH16,189,maker-pir_contig_491-fgenesh-gene-0.4-mRNA-1,702,1e-09,74,189,353,532,0.608465608465608,Pythium_irregulare
363,GH16,189,maker-pir_contig_581-snap-gene-0.10-mRNA-1,719,9.2e-10,122,189,408,549,0.354497354497354,Pythium_irregulare
364,GH16,189,maker-pir_contig_581-snap-gene-0.15-mRNA-1,636,1.4e-10,122,189,338,461,0.354497354497354,Pythium_irregulare
365,GH16,189,maker-pir_contig_605-snap-gene-0.8-mRNA-1,1012,6e-08,23,157,91,232,0.708994708994709,Pythium_irregulare
366,GH16,189,maker-pir_contig_637-snap-gene-0.4-mRNA-1,878,6.2e-10,129,189,666,775,0.317460317460317,Pythium_irregulare
367,GH16,189,maker-pir_contig_638-fgenesh-gene-0.6-mRNA-1,764,1.6e-11,122,189,466,605,0.354497354497354,Pythium_irregulare
368,GH16,189,maker-piw_contig_133-fgenesh-gene-0.1-mRNA-1,2614,7.8e-24,3,189,74,413,0.984126984126984,Pythium_iwayamai
369,GH16,189,maker-piw_contig_3366-fgenesh-gene-0.0-mRNA-1,209,5e-07,3,88,64,206,0.44973544973545,Pythium_iwayamai
370,GH16,189,maker-piw_contig_3804-snap-gene-0.1-mRNA-1,664,3.8e-10,123,189,378,495,0.349206349206349,Pythium_iwayamai
371,GH16,189,maker-piw_contig_4087-snap-gene-0.3-mRNA-1,303,7e-10,128,189,24,135,0.322751322751323,Pythium_iwayamai
372,GH16,189,maker-piw_contig_4704-fgenesh-gene-0.0-mRNA-1,530,4.2e-10,65,189,169,357,0.656084656084656,Pythium_iwayamai
373,GH16,189,maker-piw_contig_540-snap-gene-0.7-mRNA-1,1047,4.1e-08,10,157,56,221,0.777777777777778,Pythium_iwayamai
374,GH16,189,maker-piw_contig_6283-fgenesh-gene-0.0-mRNA-1,322,4.8e-09,61,175,116,291,0.603174603174603,Pythium_iwayamai
375,GH16,189,maker-piw_contig_75-fgenesh-gene-0.1-mRNA-1,712,5.9e-11,126,189,433,547,0.333333333333333,Pythium_iwayamai
376,GH16,189,maker-piw_contig_8439-snap-gene-0.1-mRNA-1,143,1.8e-10,132,189,16,122,0.301587301587302,Pythium_iwayamai
377,GH16,189,maker-pug3_contig_10-snap-gene-0.45-mRNA-1,422,1.8e-06,3,114,62,276,0.587301587301587,Pythium_ultimum_var_sporangiiferum
378,GH16,189,maker-pug3_contig_1088-snap-gene-0.11-mRNA-1,581,1.5e-10,2,189,124,401,0.989417989417989,Pythium_ultimum_var_sporangiiferum
379,GH16,189,maker-pug3_contig_1144-snap-gene-0.5-mRNA-1,427,4.5e-10,122,189,147,270,0.354497354497354,Pythium_ultimum_var_sporangiiferum
380,GH16,189,maker-pug3_contig_1288-snap-gene-0.2-mRNA-1,764,1.4e-09,122,189,435,570,0.354497354497354,Pythium_ultimum_var_sporangiiferum
381,GH16,189,maker-pug3_contig_1288-snap-gene-0.3-mRNA-1,574,5.6e-09,122,189,252,387,0.354497354497354,Pythium_ultimum_var_sporangiiferum
382,GH16,189,maker-pug3_contig_236-snap-gene-0.10-mRNA-1,630,1.1e-09,89,189,177,286,0.529100529100529,Pythium_ultimum_var_sporangiiferum
383,GH16,189,maker-pug3_contig_245-snap-gene-0.14-mRNA-1,423,3.8e-09,4,159,84,396,0.82010582010582,Pythium_ultimum_var_sporangiiferum
384,GH16,189,maker-pug3_contig_2943-snap-gene-0.1-mRNA-1,326,1.1e-09,90,189,36,170,0.523809523809524,Pythium_ultimum_var_sporangiiferum
385,GH16,189,maker-pug3_contig_605-snap-gene-0.12-mRNA-1,689,8.2e-10,94,189,438,567,0.502645502645503,Pythium_ultimum_var_sporangiiferum
386,GH16,189,maker-pug3_contig_818-snap-gene-0.8-mRNA-1,976,1.2e-06,22,157,42,183,0.714285714285714,Pythium_ultimum_var_sporangiiferum
387,GH16,189,maker-pve_contig_1028-fgenesh-gene-0.1-mRNA-1,722,2e-10,110,189,434,561,0.417989417989418,Pythium_vexans
388,GH16,189,maker-pve_contig_1028-fgenesh-gene-0.1-mRNA-1,722,3e-07,4,97,61,226,0.492063492063492,Pythium_vexans
389,GH16,189,maker-pve_contig_124-snap-gene-0.20-mRNA-1,798,3e-10,129,189,479,591,0.317460317460317,Pythium_vexans
390,GH16,189,maker-pve_contig_124-snap-gene-0.20-mRNA-1,798,1.3e-06,4,102,81,256,0.518518518518518,Pythium_vexans
391,GH16,189,maker-pve_contig_1304-snap-gene-0.1-mRNA-1,792,9.4e-07,4,90,57,244,0.455026455026455,Pythium_vexans
392,GH16,189,maker-pve_contig_1704-fgenesh-gene-0.0-mRNA-1,373,1.8e-11,122,189,71,228,0.354497354497354,Pythium_vexans
393,GH16,189,maker-pve_contig_1787-snap-gene-0.1-mRNA-1,391,1.8e-13,93,189,84,207,0.507936507936508,Pythium_vexans
394,GH16,189,maker-pve_contig_299-fgenesh-gene-0.2-mRNA-1,2601,5.8e-27,3,189,78,417,0.984126984126984,Pythium_vexans
395,GH16,189,maker-pve_contig_313-fgenesh-gene-0.8-mRNA-1,1505,3.8e-10,122,189,405,534,0.354497354497354,Pythium_vexans
396,GH16,189,maker-pve_contig_313-fgenesh-gene-0.8-mRNA-1,1505,2e-09,125,189,1216,1331,0.338624338624339,Pythium_vexans
397,GH16,189,maker-pve_contig_313-fgenesh-gene-0.8-mRNA-1,1505,1.7e-07,3,101,827,999,0.518518518518518,Pythium_vexans
398,GH16,189,maker-pve_contig_348-snap-gene-0.14-mRNA-1,716,1.3e-11,106,189,426,557,0.439153439153439,Pythium_vexans
399,GH16,189,maker-pve_contig_348-snap-gene-0.14-mRNA-1,716,3.7e-06,4,97,58,223,0.492063492063492,Pythium_vexans
400,GH16,189,maker-pve_contig_37-fgenesh-gene-0.13-mRNA-1,783,4.2e-12,112,189,487,599,0.407407407407407,Pythium_vexans
401,GH16,189,maker-pve_contig_37-fgenesh-gene-0.13-mRNA-1,783,1.6e-06,4,97,89,259,0.492063492063492,Pythium_vexans
402,GH16,189,maker-pve_contig_491-snap-gene-0.14-mRNA-1,718,1.7e-06,4,90,62,229,0.455026455026455,Pythium_vexans
403,GH16,189,maker-pve_contig_792-fgenesh-gene-0.3-mRNA-1,253,3.3e-07,66,132,126,210,0.349206349206349,Pythium_vexans
404,GH16,189,maker-pve_contig_852-fgenesh-gene-0.0-mRNA-1,739,2.2e-09,122,189,429,552,0.354497354497354,Pythium_vexans
405,GH16,189,maker-pve_contig_852-fgenesh-gene-0.0-mRNA-1,739,1e-06,3,94,46,209,0.481481481481481,Pythium_vexans
406,GH16,189,maker-pve_contig_852-snap-gene-0.5-mRNA-1,757,3.2e-07,4,100,58,259,0.507936507936508,Pythium_vexans
407,GH16,189,maker-pve_contig_852-snap-gene-0.5-mRNA-1,757,3.2e-07,57,189,342,566,0.698412698412698,Pythium_vexans
408,GH16,189,snap_masked-pag1_scaffold_194-abinit-gene-0.51-mRNA-1,712,2e-12,4,189,3,522,0.978835978835979,Pythium_aphanidermatum
409,GH16,189,snap_masked-pag1_scaffold_81-abinit-gene-0.39-mRNA-1,687,2.7e-09,93,189,374,520,0.507936507936508,Pythium_aphanidermatum
410,GH16,189,snap_masked-pag1_scaffold_81-abinit-gene-0.39-mRNA-1,687,1.4e-08,4,91,56,213,0.46031746031746,Pythium_aphanidermatum
411,GH16,189,snap_masked-par_contig_10116-abinit-gene-0.1-mRNA-1,168,5.6e-08,122,185,43,168,0.333333333333333,Pythium_arrhenomanes
412,GH16,189,snap_masked-pve_contig_888-abinit-gene-0.15-mRNA-1,637,2.6e-15,12,189,72,439,0.936507936507937,Pythium_vexans
413,GH17,311,AT1G11820.1.1,384,4.4e-103,1,309,44,363,0.990353697749196,Arabidopsis_thaliana
414,GH17,311,AT1G11820.2.1,511,1.1e-102,1,309,44,363,0.990353697749196,Arabidopsis_thaliana
415,GH17,311,AT1G11820.3.1,477,8.9e-103,1,309,44,363,0.990353697749196,Arabidopsis_thaliana
416,GH17,311,AT1G30080.1.1,408,1.5e-109,1,309,36,352,0.990353697749196,Arabidopsis_thaliana
417,GH17,311,AT1G30080.2.1,385,1.2e-109,1,309,36,352,0.990353697749196,Arabidopsis_thaliana
418,GH17,311,AT1G32860.1.1,426,4.5e-113,1,311,29,349,0.996784565916399,Arabidopsis_thaliana
419,GH17,311,AT1G33220.1.1,335,2.4e-93,1,287,34,324,0.919614147909968,Arabidopsis_thaliana
420,GH17,311,AT1G64760.1.1,481,1.1e-102,1,310,25,343,0.993569131832797,Arabidopsis_thaliana
421,GH17,311,AT1G64760.2.1,481,1.1e-102,1,310,25,343,0.993569131832797,Arabidopsis_thaliana
422,GH17,311,AT1G66250.1.1,505,4e-108,1,309,32,350,0.990353697749196,Arabidopsis_thaliana
423,GH17,311,AT1G77780.1.1,363,3.3e-98,2,309,25,332,0.987138263665595,Arabidopsis_thaliana
424,GH17,311,AT1G77790.1.1,346,1.2e-96,2,309,31,341,0.987138263665595,Arabidopsis_thaliana
425,GH17,311,AT2G01630.1.1,501,1.3e-110,1,309,23,342,0.990353697749196,Arabidopsis_thaliana
426,GH17,311,AT2G01630.2.1,391,5.7e-111,1,309,23,342,0.990353697749196,Arabidopsis_thaliana
427,GH17,311,AT2G01630.3.1,439,8.4e-111,1,309,23,342,0.990353697749196,Arabidopsis_thaliana
428,GH17,311,AT2G05790.1.1,472,2.4e-113,1,311,25,344,0.996784565916399,Arabidopsis_thaliana
429,GH17,311,AT2G16230.1.1,503,2.8e-112,1,309,25,342,0.990353697749196,Arabidopsis_thaliana
430,GH17,311,AT2G19440.1.1,478,2.2e-104,1,310,21,339,0.993569131832797,Arabidopsis_thaliana
431,GH17,311,AT2G19440.2.1,478,2.2e-104,1,310,21,339,0.993569131832797,Arabidopsis_thaliana
432,GH17,311,AT2G26600.1.1,388,1.2e-108,2,311,35,353,0.993569131832797,Arabidopsis_thaliana
433,GH17,311,AT2G26600.2.1,294,3.2e-86,63,311,2,259,0.797427652733119,Arabidopsis_thaliana
434,GH17,311,AT2G27500.1.1,392,1.6e-110,1,309,29,346,0.990353697749196,Arabidopsis_thaliana
435,GH17,311,AT2G27500.2.1,377,1.4e-110,1,309,29,346,0.990353697749196,Arabidopsis_thaliana
436,GH17,311,AT2G27500.3.1,314,1.2e-91,51,309,1,268,0.829581993569132,Arabidopsis_thaliana
437,GH17,311,AT2G39640.1.1,549,4e-96,1,309,30,338,0.990353697749196,Arabidopsis_thaliana
438,GH17,311,AT3G04010.1.1,491,1.2e-99,1,311,33,352,0.996784565916399,Arabidopsis_thaliana
439,GH17,311,AT3G07320.1.1,460,6.6e-112,2,310,26,346,0.990353697749196,Arabidopsis_thaliana
440,GH17,311,AT3G13560.1.1,505,8.4e-105,1,310,26,346,0.993569131832797,Arabidopsis_thaliana
441,GH17,311,AT3G13560.2.1,505,8.4e-105,1,310,26,346,0.993569131832797,Arabidopsis_thaliana
442,GH17,311,AT3G13560.3.1,505,8.4e-105,1,310,26,346,0.993569131832797,Arabidopsis_thaliana
443,GH17,311,AT3G13560.4.1,505,8.4e-105,1,310,26,346,0.993569131832797,Arabidopsis_thaliana
444,GH17,311,AT3G13560.5.1,505,8.4e-105,1,310,26,346,0.993569131832797,Arabidopsis_thaliana
445,GH17,311,AT3G15800.1.1,399,7.7e-109,2,309,44,361,0.987138263665595,Arabidopsis_thaliana
446,GH17,311,AT3G23770.1.1,476,2.8e-110,1,311,37,361,0.996784565916399,Arabidopsis_thaliana
447,GH17,311,AT3G24330.1.1,500,1.4e-100,1,310,39,359,0.993569131832797,Arabidopsis_thaliana
448,GH17,311,AT3G46570.1.1,356,5.8e-105,1,309,27,342,0.990353697749196,Arabidopsis_thaliana
449,GH17,311,AT3G55430.1.1,449,3e-101,1,309,29,341,0.990353697749196,Arabidopsis_thaliana
450,GH17,311,AT3G55780.1.1,380,1.1e-81,1,311,31,353,0.996784565916399,Arabidopsis_thaliana
451,GH17,311,AT3G57240.1.1,341,7.3e-113,1,311,35,340,0.996784565916399,Arabidopsis_thaliana
452,GH17,311,AT3G57260.1.1,339,1.1e-116,1,311,32,338,0.996784565916399,Arabidopsis_thaliana
453,GH17,311,AT3G57260.2.1,355,1.2e-116,1,311,48,354,0.996784565916399,Arabidopsis_thaliana
454,GH17,311,AT3G57270.1.1,340,1.4e-119,1,311,27,339,0.996784565916399,Arabidopsis_thaliana
455,GH17,311,AT3G61810.1.1,375,3.1e-104,1,311,55,371,0.996784565916399,Arabidopsis_thaliana
456,GH17,311,AT4G14080.1.1,478,1e-107,1,311,42,363,0.996784565916399,Arabidopsis_thaliana
457,GH17,311,AT4G16260.1.1,344,1e-119,1,311,24,334,0.996784565916399,Arabidopsis_thaliana
458,GH17,311,AT4G16260.2.1,315,9.1e-115,7,311,1,305,0.977491961414791,Arabidopsis_thaliana
459,GH17,311,AT4G17180.1.1,475,4.1e-102,1,310,25,338,0.993569131832797,Arabidopsis_thaliana
460,GH17,311,AT4G18340.1.1,397,5.2e-111,1,311,34,352,0.996784565916399,Arabidopsis_thaliana
461,GH17,311,AT4G18340.2.1,383,4.6e-111,1,311,34,352,0.996784565916399,Arabidopsis_thaliana
462,GH17,311,AT4G26830.1.1,455,1.6e-115,1,311,25,343,0.996784565916399,Arabidopsis_thaliana
463,GH17,311,AT4G26830.2.1,459,1.6e-115,1,311,29,347,0.996784565916399,Arabidopsis_thaliana
464,GH17,311,AT4G29360.1.1,534,6.5e-113,1,311,27,345,0.996784565916399,Arabidopsis_thaliana
465,GH17,311,AT4G29360.2.1,544,6.9e-113,1,311,37,355,0.996784565916399,Arabidopsis_thaliana
466,GH17,311,AT4G31140.1.1,484,1.6e-104,1,310,27,345,0.993569131832797,Arabidopsis_thaliana
467,GH17,311,AT4G34480.1.1,504,5.4e-114,1,309,26,343,0.990353697749196,Arabidopsis_thaliana
468,GH17,311,AT4G34480.2.1,356,1.7e-114,1,309,26,343,0.990353697749196,Arabidopsis_thaliana
469,GH17,311,AT4G34480.3.1,393,1.9e-80,88,309,2,232,0.710610932475884,Arabidopsis_thaliana
470,GH17,311,AT5G18220.1.1,488,1.1e-100,1,310,30,346,0.993569131832797,Arabidopsis_thaliana
471,GH17,311,AT5G20330.1.1,345,1.4e-100,1,309,34,344,0.990353697749196,Arabidopsis_thaliana
472,GH17,311,AT5G20340.1.1,354,3.9e-99,1,309,43,353,0.990353697749196,Arabidopsis_thaliana
