,cazyFam,sequence,species,group,newSeqName,class,NewNames
2263,GH5,EAL64409,Dictyostelium_discoideum,Mycetozoa,GH5_EAL64409,Mycetozoa,GH5_EAL64409_Dictyostelium_discoideum
2264,GH13,EAL64418,Dictyostelium_discoideum,Mycetozoa,GH13_EAL64418,Mycetozoa,GH13_EAL64418_Dictyostelium_discoideum
2265,CE10,EAL64547,Dictyostelium_discoideum,Mycetozoa,CE10_EAL64547,Mycetozoa,CE10_EAL64547_Dictyostelium_discoideum
2266,AA7,EAL64605,Dictyostelium_discoideum,Mycetozoa,AA7_EAL64605,Mycetozoa,AA7_EAL64605_Dictyostelium_discoideum
2267,CE10,EAL64615,Dictyostelium_discoideum,Mycetozoa,CE10_EAL64615,Mycetozoa,CE10_EAL64615_Dictyostelium_discoideum
2268,CE1,EAL64633,Dictyostelium_discoideum,Mycetozoa,CE1_EAL64633,Mycetozoa,CE1_EAL64633_Dictyostelium_discoideum
2269,GH35,EAL64656,Dictyostelium_discoideum,Mycetozoa,GH35_EAL64656,Mycetozoa,GH35_EAL64656_Dictyostelium_discoideum
2270,GH20,EAL64661,Dictyostelium_discoideum,Mycetozoa,GH20_EAL64661,Mycetozoa,GH20_EAL64661_Dictyostelium_discoideum
2271,GT41,EAL64795,Dictyostelium_discoideum,Mycetozoa,GT41_EAL64795,Mycetozoa,GT41_EAL64795_Dictyostelium_discoideum
2272,GT66,EAL64892,Dictyostelium_discoideum,Mycetozoa,GT66_EAL64892,Mycetozoa,GT66_EAL64892_Dictyostelium_discoideum
2273,GT20,EAL64951,Dictyostelium_discoideum,Mycetozoa,GT20_EAL64951,Mycetozoa,GT20_EAL64951_Dictyostelium_discoideum
2274,GT10,EAL65040,Dictyostelium_discoideum,Mycetozoa,GT10_EAL65040,Mycetozoa,GT10_EAL65040_Dictyostelium_discoideum
2275,CBM13,EAL65047,Dictyostelium_discoideum,Mycetozoa,CBM13_EAL65047,Mycetozoa,CBM13_EAL65047_Dictyostelium_discoideum
2276,CBM63,EAL65108,Dictyostelium_discoideum,Mycetozoa,CBM63_EAL65108,Mycetozoa,CBM63_EAL65108_Dictyostelium_discoideum
2277,GT49,EAL65152,Dictyostelium_discoideum,Mycetozoa,GT49_EAL65152,Mycetozoa,GT49_EAL65152_Dictyostelium_discoideum
2278,GT10,EAL65160,Dictyostelium_discoideum,Mycetozoa,GT10_EAL65160,Mycetozoa,GT10_EAL65160_Dictyostelium_discoideum
2279,GT10,EAL65178,Dictyostelium_discoideum,Mycetozoa,GT10_EAL65178,Mycetozoa,GT10_EAL65178_Dictyostelium_discoideum
2280,GT10,EAL65179,Dictyostelium_discoideum,Mycetozoa,GT10_EAL65179,Mycetozoa,GT10_EAL65179_Dictyostelium_discoideum
2281,GT10,EAL65202,Dictyostelium_discoideum,Mycetozoa,GT10_EAL65202,Mycetozoa,GT10_EAL65202_Dictyostelium_discoideum
2282,CE1,EAL65228,Dictyostelium_discoideum,Mycetozoa,CE1_EAL65228,Mycetozoa,CE1_EAL65228_Dictyostelium_discoideum
2283,GH47,EAL65244,Dictyostelium_discoideum,Mycetozoa,GH47_EAL65244,Mycetozoa,GH47_EAL65244_Dictyostelium_discoideum
2284,GH47,EAL65245,Dictyostelium_discoideum,Mycetozoa,GH47_EAL65245,Mycetozoa,GH47_EAL65245_Dictyostelium_discoideum
2285,GH47,EAL65246,Dictyostelium_discoideum,Mycetozoa,GH47_EAL65246,Mycetozoa,GH47_EAL65246_Dictyostelium_discoideum
2286,GT22,EAL65266,Dictyostelium_discoideum,Mycetozoa,GT22_EAL65266,Mycetozoa,GT22_EAL65266_Dictyostelium_discoideum
2287,GH9,EAL65308,Dictyostelium_discoideum,Mycetozoa,GH9_EAL65308,Mycetozoa,GH9_EAL65308_Dictyostelium_discoideum
2288,CBM20,EAL65318,Dictyostelium_discoideum,Mycetozoa,CBM20_EAL65318,Mycetozoa,CBM20_EAL65318_Dictyostelium_discoideum
2289,CBM20,EAL65318,Dictyostelium_discoideum,Mycetozoa,CBM20_EAL65318,Mycetozoa,CBM20_EAL65318_Dictyostelium_discoideum
2290,GH77,EAL65318,Dictyostelium_discoideum,Mycetozoa,GH77_EAL65318,Mycetozoa,GH77_EAL65318_Dictyostelium_discoideum
2291,GH9,EAL65336,Dictyostelium_discoideum,Mycetozoa,GH9_EAL65336,Mycetozoa,GH9_EAL65336_Dictyostelium_discoideum
2292,CBM49,EAL65340,Dictyostelium_discoideum,Mycetozoa,CBM49_EAL65340,Mycetozoa,CBM49_EAL65340_Dictyostelium_discoideum
2293,GT2,EAL65394,Dictyostelium_discoideum,Mycetozoa,GT2_EAL65394,Mycetozoa,GT2_EAL65394_Dictyostelium_discoideum
2294,GT4,EAL65394,Dictyostelium_discoideum,Mycetozoa,GT4_EAL65394,Mycetozoa,GT4_EAL65394_Dictyostelium_discoideum
2295,GT4,EAL65470,Dictyostelium_discoideum,Mycetozoa,GT4_EAL65470,Mycetozoa,GT4_EAL65470_Dictyostelium_discoideum
2296,CE1,EAL65482,Dictyostelium_discoideum,Mycetozoa,CE1_EAL65482,Mycetozoa,CE1_EAL65482_Dictyostelium_discoideum
2297,GT2,EAL65495,Dictyostelium_discoideum,Mycetozoa,GT2_EAL65495,Mycetozoa,GT2_EAL65495_Dictyostelium_discoideum
2298,GT74,EAL65495,Dictyostelium_discoideum,Mycetozoa,GT74_EAL65495,Mycetozoa,GT74_EAL65495_Dictyostelium_discoideum
2299,CE1,EAL65514,Dictyostelium_discoideum,Mycetozoa,CE1_EAL65514,Mycetozoa,CE1_EAL65514_Dictyostelium_discoideum
2300,CE10,EAL65524,Dictyostelium_discoideum,Mycetozoa,CE10_EAL65524,Mycetozoa,CE10_EAL65524_Dictyostelium_discoideum
2301,GT57,EAL65535,Dictyostelium_discoideum,Mycetozoa,GT57_EAL65535,Mycetozoa,GT57_EAL65535_Dictyostelium_discoideum
2302,AA6,EAL65591,Dictyostelium_discoideum,Mycetozoa,AA6_EAL65591,Mycetozoa,AA6_EAL65591_Dictyostelium_discoideum
2303,CE10,EAL65691,Dictyostelium_discoideum,Mycetozoa,CE10_EAL65691,Mycetozoa,CE10_EAL65691_Dictyostelium_discoideum
2304,GH37,EAL65721,Dictyostelium_discoideum,Mycetozoa,GH37_EAL65721,Mycetozoa,GH37_EAL65721_Dictyostelium_discoideum
2305,GT10,EAL65784,Dictyostelium_discoideum,Mycetozoa,GT10_EAL65784,Mycetozoa,GT10_EAL65784_Dictyostelium_discoideum
2306,AA7,EAL65792,Dictyostelium_discoideum,Mycetozoa,AA7_EAL65792,Mycetozoa,AA7_EAL65792_Dictyostelium_discoideum
2307,CE10,EAL65872,Dictyostelium_discoideum,Mycetozoa,CE10_EAL65872,Mycetozoa,CE10_EAL65872_Dictyostelium_discoideum
2308,CE10,EAL65873,Dictyostelium_discoideum,Mycetozoa,CE10_EAL65873,Mycetozoa,CE10_EAL65873_Dictyostelium_discoideum
2309,GT77,EAL65946,Dictyostelium_discoideum,Mycetozoa,GT77_EAL65946,Mycetozoa,GT77_EAL65946_Dictyostelium_discoideum
2310,CE1,EAL65962,Dictyostelium_discoideum,Mycetozoa,CE1_EAL65962,Mycetozoa,CE1_EAL65962_Dictyostelium_discoideum
2311,GH9,EAL65982,Dictyostelium_discoideum,Mycetozoa,GH9_EAL65982,Mycetozoa,GH9_EAL65982_Dictyostelium_discoideum
2312,GH84,EAL66045,Dictyostelium_discoideum,Mycetozoa,GH84_EAL66045,Mycetozoa,GH84_EAL66045_Dictyostelium_discoideum
2313,CBM20,EAL66091,Dictyostelium_discoideum,Mycetozoa,CBM20_EAL66091,Mycetozoa,CBM20_EAL66091_Dictyostelium_discoideum
2314,CBM20,EAL66091,Dictyostelium_discoideum,Mycetozoa,CBM20_EAL66091,Mycetozoa,CBM20_EAL66091_Dictyostelium_discoideum
2315,GT49,EAL66094,Dictyostelium_discoideum,Mycetozoa,GT49_EAL66094,Mycetozoa,GT49_EAL66094_Dictyostelium_discoideum
2316,GT49,EAL66094,Dictyostelium_discoideum,Mycetozoa,GT49_EAL66094,Mycetozoa,GT49_EAL66094_Dictyostelium_discoideum
2317,GH20,EAL66129,Dictyostelium_discoideum,Mycetozoa,GH20_EAL66129,Mycetozoa,GH20_EAL66129_Dictyostelium_discoideum
2318,CBM49,EAL66154,Dictyostelium_discoideum,Mycetozoa,CBM49_EAL66154,Mycetozoa,CBM49_EAL66154_Dictyostelium_discoideum
2319,GH13,EAL66217,Dictyostelium_discoideum,Mycetozoa,GH13_EAL66217,Mycetozoa,GH13_EAL66217_Dictyostelium_discoideum
2320,CBM53,EAL66286,Dictyostelium_discoideum,Mycetozoa,CBM53_EAL66286,Mycetozoa,CBM53_EAL66286_Dictyostelium_discoideum
2321,CBM49,EAL66333,Dictyostelium_discoideum,Mycetozoa,CBM49_EAL66333,Mycetozoa,CBM49_EAL66333_Dictyostelium_discoideum
2322,CE1,EAL66424,Dictyostelium_discoideum,Mycetozoa,CE1_EAL66424,Mycetozoa,CE1_EAL66424_Dictyostelium_discoideum
2323,GH13,EAL66535,Dictyostelium_discoideum,Mycetozoa,GH13_EAL66535,Mycetozoa,GH13_EAL66535_Dictyostelium_discoideum
2324,GH128,EAL66566,Dictyostelium_discoideum,Mycetozoa,GH128_EAL66566,Mycetozoa,GH128_EAL66566_Dictyostelium_discoideum
2325,GT35,EAL66673,Dictyostelium_discoideum,Mycetozoa,GT35_EAL66673,Mycetozoa,GT35_EAL66673_Dictyostelium_discoideum
2326,AA7,EAL66681,Dictyostelium_discoideum,Mycetozoa,AA7_EAL66681,Mycetozoa,AA7_EAL66681_Dictyostelium_discoideum
2327,CE10,EAL66689,Dictyostelium_discoideum,Mycetozoa,CE10_EAL66689,Mycetozoa,CE10_EAL66689_Dictyostelium_discoideum
2328,GH130,EAL66729,Dictyostelium_discoideum,Mycetozoa,GH130_EAL66729,Mycetozoa,GH130_EAL66729_Dictyostelium_discoideum
2329,CBM49,EAL66835,Dictyostelium_discoideum,Mycetozoa,CBM49_EAL66835,Mycetozoa,CBM49_EAL66835_Dictyostelium_discoideum
2330,CBM49,EAL66835,Dictyostelium_discoideum,Mycetozoa,CBM49_EAL66835,Mycetozoa,CBM49_EAL66835_Dictyostelium_discoideum
2331,CBM49,EAL66836,Dictyostelium_discoideum,Mycetozoa,CBM49_EAL66836,Mycetozoa,CBM49_EAL66836_Dictyostelium_discoideum
2332,CBM49,EAL66836,Dictyostelium_discoideum,Mycetozoa,CBM49_EAL66836,Mycetozoa,CBM49_EAL66836_Dictyostelium_discoideum
2333,CBM48,EAL66841,Dictyostelium_discoideum,Mycetozoa,CBM48_EAL66841,Mycetozoa,CBM48_EAL66841_Dictyostelium_discoideum
2334,CBM49,EAL66913,Dictyostelium_discoideum,Mycetozoa,CBM49_EAL66913,Mycetozoa,CBM49_EAL66913_Dictyostelium_discoideum
2335,CBM49,EAL66946,Dictyostelium_discoideum,Mycetozoa,CBM49_EAL66946,Mycetozoa,CBM49_EAL66946_Dictyostelium_discoideum
2336,CBM49,EAL66946,Dictyostelium_discoideum,Mycetozoa,CBM49_EAL66946,Mycetozoa,CBM49_EAL66946_Dictyostelium_discoideum
2337,GH39,EAL66953,Dictyostelium_discoideum,Mycetozoa,GH39_EAL66953,Mycetozoa,GH39_EAL66953_Dictyostelium_discoideum
2338,GT76,EAL66987,Dictyostelium_discoideum,Mycetozoa,GT76_EAL66987,Mycetozoa,GT76_EAL66987_Dictyostelium_discoideum
2339,GT23,EAL67087,Dictyostelium_discoideum,Mycetozoa,GT23_EAL67087,Mycetozoa,GT23_EAL67087_Dictyostelium_discoideum
2340,CBM50,EAL67185,Dictyostelium_discoideum,Mycetozoa,CBM50_EAL67185,Mycetozoa,CBM50_EAL67185_Dictyostelium_discoideum
2341,GH63,EAL67299,Dictyostelium_discoideum,Mycetozoa,GH63_EAL67299,Mycetozoa,GH63_EAL67299_Dictyostelium_discoideum
2342,CE1,EAL67306,Dictyostelium_discoideum,Mycetozoa,CE1_EAL67306,Mycetozoa,CE1_EAL67306_Dictyostelium_discoideum
2343,CBM49,EAL67349,Dictyostelium_discoideum,Mycetozoa,CBM49_EAL67349,Mycetozoa,CBM49_EAL67349_Dictyostelium_discoideum
2344,GH16,EAL67358,Dictyostelium_discoideum,Mycetozoa,GH16_EAL67358,Mycetozoa,GH16_EAL67358_Dictyostelium_discoideum
2345,CBM49,EAL67363,Dictyostelium_discoideum,Mycetozoa,CBM49_EAL67363,Mycetozoa,CBM49_EAL67363_Dictyostelium_discoideum
2346,CBM49,EAL67364,Dictyostelium_discoideum,Mycetozoa,CBM49_EAL67364,Mycetozoa,CBM49_EAL67364_Dictyostelium_discoideum
2347,CBM49,EAL67365,Dictyostelium_discoideum,Mycetozoa,CBM49_EAL67365,Mycetozoa,CBM49_EAL67365_Dictyostelium_discoideum
2348,GH63,EAL67442,Dictyostelium_discoideum,Mycetozoa,GH63_EAL67442,Mycetozoa,GH63_EAL67442_Dictyostelium_discoideum
2349,GH9,EAL67469,Dictyostelium_discoideum,Mycetozoa,GH9_EAL67469,Mycetozoa,GH9_EAL67469_Dictyostelium_discoideum
2350,GT58,EAL67526,Dictyostelium_discoideum,Mycetozoa,GT58_EAL67526,Mycetozoa,GT58_EAL67526_Dictyostelium_discoideum
2351,CBM8,EAL67596,Dictyostelium_discoideum,Mycetozoa,CBM8_EAL67596,Mycetozoa,CBM8_EAL67596_Dictyostelium_discoideum
2352,CE10,EAL67633,Dictyostelium_discoideum,Mycetozoa,CE10_EAL67633,Mycetozoa,CE10_EAL67633_Dictyostelium_discoideum
2353,CBM8,EAL67638,Dictyostelium_discoideum,Mycetozoa,CBM8_EAL67638,Mycetozoa,CBM8_EAL67638_Dictyostelium_discoideum
2354,GT22,EAL67823,Dictyostelium_discoideum,Mycetozoa,GT22_EAL67823,Mycetozoa,GT22_EAL67823_Dictyostelium_discoideum
2355,CBM50,EAL67869,Dictyostelium_discoideum,Mycetozoa,CBM50_EAL67869,Mycetozoa,CBM50_EAL67869_Dictyostelium_discoideum
2356,GT2,EAL67967,Dictyostelium_discoideum,Mycetozoa,GT2_EAL67967,Mycetozoa,GT2_EAL67967_Dictyostelium_discoideum
2357,GT4,EAL67967,Dictyostelium_discoideum,Mycetozoa,GT4_EAL67967,Mycetozoa,GT4_EAL67967_Dictyostelium_discoideum
2358,GH18,EAL68208,Dictyostelium_discoideum,Mycetozoa,GH18_EAL68208,Mycetozoa,GH18_EAL68208_Dictyostelium_discoideum
2359,GH38,EAL68302,Dictyostelium_discoideum,Mycetozoa,GH38_EAL68302,Mycetozoa,GH38_EAL68302_Dictyostelium_discoideum
2360,CBM49,EAL68372,Dictyostelium_discoideum,Mycetozoa,CBM49_EAL68372,Mycetozoa,CBM49_EAL68372_Dictyostelium_discoideum
2361,CE1,EAL68380,Dictyostelium_discoideum,Mycetozoa,CE1_EAL68380,Mycetozoa,CE1_EAL68380_Dictyostelium_discoideum
2362,CBM49,EAL68383,Dictyostelium_discoideum,Mycetozoa,CBM49_EAL68383,Mycetozoa,CBM49_EAL68383_Dictyostelium_discoideum
2363,CBM49,EAL68384,Dictyostelium_discoideum,Mycetozoa,CBM49_EAL68384,Mycetozoa,CBM49_EAL68384_Dictyostelium_discoideum
2364,CBM49,EAL68391,Dictyostelium_discoideum,Mycetozoa,CBM49_EAL68391,Mycetozoa,CBM49_EAL68391_Dictyostelium_discoideum
2365,CBM49,EAL68392,Dictyostelium_discoideum,Mycetozoa,CBM49_EAL68392,Mycetozoa,CBM49_EAL68392_Dictyostelium_discoideum
2366,GT23,EAL68409,Dictyostelium_discoideum,Mycetozoa,GT23_EAL68409,Mycetozoa,GT23_EAL68409_Dictyostelium_discoideum
2367,CBM49,EAL68432,Dictyostelium_discoideum,Mycetozoa,CBM49_EAL68432,Mycetozoa,CBM49_EAL68432_Dictyostelium_discoideum
2368,CBM49,EAL68441,Dictyostelium_discoideum,Mycetozoa,CBM49_EAL68441,Mycetozoa,CBM49_EAL68441_Dictyostelium_discoideum
2369,CBM49,EAL68449,Dictyostelium_discoideum,Mycetozoa,CBM49_EAL68449,Mycetozoa,CBM49_EAL68449_Dictyostelium_discoideum
2370,CBM49,EAL68451,Dictyostelium_discoideum,Mycetozoa,CBM49_EAL68451,Mycetozoa,CBM49_EAL68451_Dictyostelium_discoideum
2371,CBM49,EAL68452,Dictyostelium_discoideum,Mycetozoa,CBM49_EAL68452,Mycetozoa,CBM49_EAL68452_Dictyostelium_discoideum
2372,GH22,EAL68454,Dictyostelium_discoideum,Mycetozoa,GH22_EAL68454,Mycetozoa,GH22_EAL68454_Dictyostelium_discoideum
2373,CBM49,EAL68455,Dictyostelium_discoideum,Mycetozoa,CBM49_EAL68455,Mycetozoa,CBM49_EAL68455_Dictyostelium_discoideum
2374,GH38,EAL68499,Dictyostelium_discoideum,Mycetozoa,GH38_EAL68499,Mycetozoa,GH38_EAL68499_Dictyostelium_discoideum
2375,CBM49,EAL68526,Dictyostelium_discoideum,Mycetozoa,CBM49_EAL68526,Mycetozoa,CBM49_EAL68526_Dictyostelium_discoideum
2376,CBM49,EAL68552,Dictyostelium_discoideum,Mycetozoa,CBM49_EAL68552,Mycetozoa,CBM49_EAL68552_Dictyostelium_discoideum
2377,CBM8,EAL68552,Dictyostelium_discoideum,Mycetozoa,CBM8_EAL68552,Mycetozoa,CBM8_EAL68552_Dictyostelium_discoideum
2378,GT59,EAL68582,Dictyostelium_discoideum,Mycetozoa,GT59_EAL68582,Mycetozoa,GT59_EAL68582_Dictyostelium_discoideum
2379,CBM49,EAL68781,Dictyostelium_discoideum,Mycetozoa,CBM49_EAL68781,Mycetozoa,CBM49_EAL68781_Dictyostelium_discoideum
2380,AA10,EAL68786,Dictyostelium_discoideum,Mycetozoa,AA10_EAL68786,Mycetozoa,AA10_EAL68786_Dictyostelium_discoideum
2381,CBM49,EAL68864,Dictyostelium_discoideum,Mycetozoa,CBM49_EAL68864,Mycetozoa,CBM49_EAL68864_Dictyostelium_discoideum
2382,GH18,EAL68899,Dictyostelium_discoideum,Mycetozoa,GH18_EAL68899,Mycetozoa,GH18_EAL68899_Dictyostelium_discoideum
2383,CBM50,EAL68900,Dictyostelium_discoideum,Mycetozoa,CBM50_EAL68900,Mycetozoa,CBM50_EAL68900_Dictyostelium_discoideum
2384,CBM63,EAL68970,Dictyostelium_discoideum,Mycetozoa,CBM63_EAL68970,Mycetozoa,CBM63_EAL68970_Dictyostelium_discoideum
2385,CE10,EAL68986,Dictyostelium_discoideum,Mycetozoa,CE10_EAL68986,Mycetozoa,CE10_EAL68986_Dictyostelium_discoideum
2386,GH15,EAL69024,Dictyostelium_discoideum,Mycetozoa,GH15_EAL69024,Mycetozoa,GH15_EAL69024_Dictyostelium_discoideum
2387,GH47,EAL69027,Dictyostelium_discoideum,Mycetozoa,GH47_EAL69027,Mycetozoa,GH47_EAL69027_Dictyostelium_discoideum
2388,GH29,EAL69088,Dictyostelium_discoideum,Mycetozoa,GH29_EAL69088,Mycetozoa,GH29_EAL69088_Dictyostelium_discoideum
2389,GH57,EAL69169,Dictyostelium_discoideum,Mycetozoa,GH57_EAL69169,Mycetozoa,GH57_EAL69169_Dictyostelium_discoideum
2390,GH25,EAL69173,Dictyostelium_discoideum,Mycetozoa,GH25_EAL69173,Mycetozoa,GH25_EAL69173_Dictyostelium_discoideum
2391,GH18,EAL69263,Dictyostelium_discoideum,Mycetozoa,GH18_EAL69263,Mycetozoa,GH18_EAL69263_Dictyostelium_discoideum
2392,CBM63,EAL69290,Dictyostelium_discoideum,Mycetozoa,CBM63_EAL69290,Mycetozoa,CBM63_EAL69290_Dictyostelium_discoideum
2393,GH13,EAL69352,Dictyostelium_discoideum,Mycetozoa,GH13_EAL69352,Mycetozoa,GH13_EAL69352_Dictyostelium_discoideum
2394,GT5,EAL69352,Dictyostelium_discoideum,Mycetozoa,GT5_EAL69352,Mycetozoa,GT5_EAL69352_Dictyostelium_discoideum
2395,GH39,EAL69402,Dictyostelium_discoideum,Mycetozoa,GH39_EAL69402,Mycetozoa,GH39_EAL69402_Dictyostelium_discoideum
2396,GH15,EAL69407,Dictyostelium_discoideum,Mycetozoa,GH15_EAL69407,Mycetozoa,GH15_EAL69407_Dictyostelium_discoideum
2397,CBM23,EAL69443,Dictyostelium_discoideum,Mycetozoa,CBM23_EAL69443,Mycetozoa,CBM23_EAL69443_Dictyostelium_discoideum
2398,AA7,EAL69543,Dictyostelium_discoideum,Mycetozoa,AA7_EAL69543,Mycetozoa,AA7_EAL69543_Dictyostelium_discoideum
2399,CE1,EAL69586,Dictyostelium_discoideum,Mycetozoa,CE1_EAL69586,Mycetozoa,CE1_EAL69586_Dictyostelium_discoideum
2400,GT60,EAL69600,Dictyostelium_discoideum,Mycetozoa,GT60_EAL69600,Mycetozoa,GT60_EAL69600_Dictyostelium_discoideum
2401,GH2,EAL69709,Dictyostelium_discoideum,Mycetozoa,GH2_EAL69709,Mycetozoa,GH2_EAL69709_Dictyostelium_discoideum
2402,CE2,EAL69751,Dictyostelium_discoideum,Mycetozoa,CE2_EAL69751,Mycetozoa,CE2_EAL69751_Dictyostelium_discoideum
2403,GT57,EAL69911,Dictyostelium_discoideum,Mycetozoa,GT57_EAL69911,Mycetozoa,GT57_EAL69911_Dictyostelium_discoideum
2404,GT24,EAL69944,Dictyostelium_discoideum,Mycetozoa,GT24_EAL69944,Mycetozoa,GT24_EAL69944_Dictyostelium_discoideum
2405,CBM48,EAL69945,Dictyostelium_discoideum,Mycetozoa,CBM48_EAL69945,Mycetozoa,CBM48_EAL69945_Dictyostelium_discoideum
2406,GH13,EAL69945,Dictyostelium_discoideum,Mycetozoa,GH13_EAL69945,Mycetozoa,GH13_EAL69945_Dictyostelium_discoideum
2407,GH25,EAL69983,Dictyostelium_discoideum,Mycetozoa,GH25_EAL69983,Mycetozoa,GH25_EAL69983_Dictyostelium_discoideum
2408,GH109,EAL69985,Dictyostelium_discoideum,Mycetozoa,GH109_EAL69985,Mycetozoa,GH109_EAL69985_Dictyostelium_discoideum
2409,CBM49,EAL69987,Dictyostelium_discoideum,Mycetozoa,CBM49_EAL69987,Mycetozoa,CBM49_EAL69987_Dictyostelium_discoideum
2410,GH18,EAL70009,Dictyostelium_discoideum,Mycetozoa,GH18_EAL70009,Mycetozoa,GH18_EAL70009_Dictyostelium_discoideum
2411,GH24,EAL70038,Dictyostelium_discoideum,Mycetozoa,GH24_EAL70038,Mycetozoa,GH24_EAL70038_Dictyostelium_discoideum
2412,GT10,EAL70041,Dictyostelium_discoideum,Mycetozoa,GT10_EAL70041,Mycetozoa,GT10_EAL70041_Dictyostelium_discoideum
2413,GT4,EAL70079,Dictyostelium_discoideum,Mycetozoa,GT4_EAL70079,Mycetozoa,GT4_EAL70079_Dictyostelium_discoideum
2414,GH29,EAL70088,Dictyostelium_discoideum,Mycetozoa,GH29_EAL70088,Mycetozoa,GH29_EAL70088_Dictyostelium_discoideum
2415,GH22,EAL70168,Dictyostelium_discoideum,Mycetozoa,GH22_EAL70168,Mycetozoa,GH22_EAL70168_Dictyostelium_discoideum
2416,GT49,EAL70263,Dictyostelium_discoideum,Mycetozoa,GT49_EAL70263,Mycetozoa,GT49_EAL70263_Dictyostelium_discoideum
2417,GT49,EAL70263,Dictyostelium_discoideum,Mycetozoa,GT49_EAL70263,Mycetozoa,GT49_EAL70263_Dictyostelium_discoideum
2418,GH24,EAL70308,Dictyostelium_discoideum,Mycetozoa,GH24_EAL70308,Mycetozoa,GH24_EAL70308_Dictyostelium_discoideum
2419,CBM20,EAL70408,Dictyostelium_discoideum,Mycetozoa,CBM20_EAL70408,Mycetozoa,CBM20_EAL70408_Dictyostelium_discoideum
2420,CE7,EAL70481,Dictyostelium_discoideum,Mycetozoa,CE7_EAL70481,Mycetozoa,CE7_EAL70481_Dictyostelium_discoideum
2421,AA10,EAL70608,Dictyostelium_discoideum,Mycetozoa,AA10_EAL70608,Mycetozoa,AA10_EAL70608_Dictyostelium_discoideum
2422,GH25,EAL70628,Dictyostelium_discoideum,Mycetozoa,GH25_EAL70628,Mycetozoa,GH25_EAL70628_Dictyostelium_discoideum
2423,CBM32,EAL70633,Dictyostelium_discoideum,Mycetozoa,CBM32_EAL70633,Mycetozoa,CBM32_EAL70633_Dictyostelium_discoideum
2424,CBM32,EAL70634,Dictyostelium_discoideum,Mycetozoa,CBM32_EAL70634,Mycetozoa,CBM32_EAL70634_Dictyostelium_discoideum
2425,CBM32,EAL70650,Dictyostelium_discoideum,Mycetozoa,CBM32_EAL70650,Mycetozoa,CBM32_EAL70650_Dictyostelium_discoideum
2426,CBM32,EAL70749,Dictyostelium_discoideum,Mycetozoa,CBM32_EAL70749,Mycetozoa,CBM32_EAL70749_Dictyostelium_discoideum
2427,CBM32,EAL70750,Dictyostelium_discoideum,Mycetozoa,CBM32_EAL70750,Mycetozoa,CBM32_EAL70750_Dictyostelium_discoideum
2428,CBM32,EAL70751,Dictyostelium_discoideum,Mycetozoa,CBM32_EAL70751,Mycetozoa,CBM32_EAL70751_Dictyostelium_discoideum
2429,AA10,EAL70769,Dictyostelium_discoideum,Mycetozoa,AA10_EAL70769,Mycetozoa,AA10_EAL70769_Dictyostelium_discoideum
2430,GH25,EAL70805,Dictyostelium_discoideum,Mycetozoa,GH25_EAL70805,Mycetozoa,GH25_EAL70805_Dictyostelium_discoideum
2431,GT4,EAL71002,Dictyostelium_discoideum,Mycetozoa,GT4_EAL71002,Mycetozoa,GT4_EAL71002_Dictyostelium_discoideum
2432,CE7,EAL71033,Dictyostelium_discoideum,Mycetozoa,CE7_EAL71033,Mycetozoa,CE7_EAL71033_Dictyostelium_discoideum
2433,CBM20,EAL71041,Dictyostelium_discoideum,Mycetozoa,CBM20_EAL71041,Mycetozoa,CBM20_EAL71041_Dictyostelium_discoideum
2434,GT17,EAL71237,Dictyostelium_discoideum,Mycetozoa,GT17_EAL71237,Mycetozoa,GT17_EAL71237_Dictyostelium_discoideum
2435,GT17,EAL71238,Dictyostelium_discoideum,Mycetozoa,GT17_EAL71238,Mycetozoa,GT17_EAL71238_Dictyostelium_discoideum
2436,GT17,EAL71290,Dictyostelium_discoideum,Mycetozoa,GT17_EAL71290,Mycetozoa,GT17_EAL71290_Dictyostelium_discoideum
2437,GT17,EAL71363,Dictyostelium_discoideum,Mycetozoa,GT17_EAL71363,Mycetozoa,GT17_EAL71363_Dictyostelium_discoideum
2438,CBM20,EAL71465,Dictyostelium_discoideum,Mycetozoa,CBM20_EAL71465,Mycetozoa,CBM20_EAL71465_Dictyostelium_discoideum
2439,CBM8,EAL71697,Dictyostelium_discoideum,Mycetozoa,CBM8_EAL71697,Mycetozoa,CBM8_EAL71697_Dictyostelium_discoideum
2440,GH9,EAL71697,Dictyostelium_discoideum,Mycetozoa,GH9_EAL71697,Mycetozoa,GH9_EAL71697_Dictyostelium_discoideum
2441,GH9,EAL71787,Dictyostelium_discoideum,Mycetozoa,GH9_EAL71787,Mycetozoa,GH9_EAL71787_Dictyostelium_discoideum
2442,GH27,EAL71875,Dictyostelium_discoideum,Mycetozoa,GH27_EAL71875,Mycetozoa,GH27_EAL71875_Dictyostelium_discoideum
2443,CBM49,EAL71905,Dictyostelium_discoideum,Mycetozoa,CBM49_EAL71905,Mycetozoa,CBM49_EAL71905_Dictyostelium_discoideum
2444,CBM49,EAL71905,Dictyostelium_discoideum,Mycetozoa,CBM49_EAL71905,Mycetozoa,CBM49_EAL71905_Dictyostelium_discoideum
2445,GT2,EAL71912,Dictyostelium_discoideum,Mycetozoa,GT2_EAL71912,Mycetozoa,GT2_EAL71912_Dictyostelium_discoideum
